Year,JerseyNum,Name,Position,Height,Weight,Major,Class,HomeTownHighSchool
2017,0,Conor Orton,GK,5-10,,,Fr.,"Petaluma, CA / St. Vincent De Paul HS"
2017,1,Jared Andrews,GK,5-11,,,R-Fr.,"Irvine, CA / Woodbridge HS"
2017,2,Hunter Fields,D/M,5-10,,,R-Fr.,"Rancho Cucamonga, CA / Bishop Amat Memorial HS"
2017,3,Kyle Panganiban,D,6-0,,,Sr.,"Roseville, CA / Roseville HS"
2017,4,Kelvin Uribe,D,5-11,,,So.,"Lake Forest, CA / El Toro HS"
2017,5,Jonathan Stoop,M/D,6-1,,,So.,"Ladera Ranch, CA / Santa Margarita Catholic HS"
2017,6,Steven Ortiz,M,6-2,,,R-Sr.,"South Gate, CA / South HS"
2017,7,Zachary Lagotta,M,5-8,,,Sr.,"San Diego, CA / Cathedral Catholic HS"
2017,8,Danny Glascock,M,6-0,,,R-Sr.,"Lafayette, CA / Acalanes HS"
2017,9,Uly de la Cal,F,5-11,,,Sr.,"Riverside, CA / Poly HS"
2017,10,Brett Jones,M,5-10,,,Fr.,"Mission Viejo, Calif. / Laguna Hills HS"
2017,11,Malek Bashti,F,6-1,,,R-Sr.,"Cupertino, CA / Monta Vista HS"
2017,13,Christian Cordell,M,5-8,,,Jr.,"Huntington Beach, CA / Marina HS"
2017,14,Kiefer Cooksey,M,6-0,,,Jr.,"Ventura, CA / Buena HS"
2017,15,Nathaniel Bloom,F,5-11,,,Jr.,"Encinitas, CA / San Dieguito HS Academy"
2017,16,Andy Sartor,M/F,5-10,,,Jr.,"Los Altos, CA / Los Altos HS"
2017,17,Eric Young,M/F,6-1,,,Sr.,"Camarillo, CA / Newbury Park HS"
2017,18,Nolan Mac,D,6-0,,,Sr.,"Laguna Hills, CA / Laguna Hills HS"
2017,19,Abraham Ordaz,M,5-10,,,R-Fr.,"Lake Forest, CA / El Toro HS"
2017,20,Darragh Buckley,D/M,6-0,,,Fr.,"Daly City, CA / St. Ignatius College Prep"
2017,21,Matt Merrill,M,5-11,,,Jr.,"Mission Viejo, CA / Santa Margarita Catholic HS"
2017,22,Jeff Powers,D,6-0,,,R-Jr.,"San Jose, CA / Branham HS"
2017,23,Jonathan Sabouri,F,5-9,,,Fr.,"Carlsbad, Calif. / San Dieguito HS Academy"
2017,24,Joseph Celo,D,5-9,,,Fr.,"Glendale, CA / Loyola HS"
2017,25,Jordan Karam,M/D,5-11,,,Fr.,"San Diego, CA / Torrey Pines HS"
2017,28,Oliver Nelson,D,6-4,,,Fr.,"Escondido, CA / Escondido HS"
2017,30,Pedro Enciso,GK,6-2,,,Fr.,"Vista, Calif. / Rancho Buena Vista HS"
2018,0,Conor Orton,GK,5-10,,,R-Fr.,"Petaluma, CA / St. Vincent De Paul HS"
2018,1,Jared Andrews,GK,6-0,,,R-So.,"Irvine, CA / Woodbridge HS"
2018,2,Hunter Fields,M/D,5-10,,,R-So.,"Rancho Cucamonga, CA / Bishop Amat Memorial HS"
2018,3,Stjepan Kilic,D,6-2,,,Jr.,"Coppell, TX / Coppell HS"
2018,4,Kelvin Uribe,D,5-11,,,Jr.,"Lake Forest, CA / El Toro HS"
2018,5,Jonathan Stoop,M/D,6-2,,,Jr.,"Ladera Ranch, CA / Santa Margarita Catholic HS"
2018,6,Jordan Karam,M/D,5-11,,,So.,"San Diego, CA / Torrey Pines HS"
2018,7,Andy Sartor,M/F,5-10,,,R-Jr.,"Los Altos, CA / Los Altos HS"
2018,8,Jón Veigar Kristjánsson,M,5-8,,,So.,"Kópavogur, Iceland / Commercial College of Iceland"
2018,9,Jonathan Sabouri,F,5-9,,,So.,"Carlsbad, Calif. / San Dieguito HS Academy"
2018,10,Brett Jones,F,5-10,,,So.,"Mission Viejo, Calif. / Laguna Hills HS"
2018,11,Kiefer Cooksey,M,6-0,,,Sr.,"Ventura, CA / Buena HS"
2018,13,Christian Cordell,M,5-8,,,Sr.,"Huntington Beach, CA / Marina HS"
2018,14,Aidan Cuevas,F,6-0,,,Fr.,"Los Angeles, Calif. / Loyola HS"
2018,15,Nathaniel Bloom,F,5-11,,,Sr.,"Encinitas, CA / San Dieguito HS Academy"
2018,16,Jota Yamaguchi,M,5-7,,,Fr.,"San Jose, Calif. / Archbishop Mitty HS"
2018,17,Abraham Ordaz,M,5-10,,,R-So.,"Lake Forest, CA / El Toro HS"
2018,18,Darragh Buckley,D/M,6-0,,,R-Fr.,"Daly City, CA / St. Ignatius College Prep"
2018,19,Matt Davis,M,5-10,,,R-So.,"Rancho Santa Margarita, CA / Tesoro HS"
2018,20,Shaheen Daneshvar,M,6-2,,,Fr.,"San Jose, Calif. / Leigh HS"
2018,21,Matt Merrill,M,5-11,,,Sr.,"Mission Viejo, CA / Santa Margarita Catholic HS"
2018,22,Jeff Powers,D,6-0,,,R-Sr.,"San Jose, CA / Branham HS"
2018,23,Max Gonda,M,5-10,,,Fr.,"Laguna Niguel, CA / Aliso Niguel HS"
2018,24,Noah Sonenstein,D,6-4,,,Fr.,"El Dorado Hills, Calif. / Oak Ridge HS"
2018,25,Zach Wong,D,5-10,,,Fr.,"Granite Bay, Calif. / Granite Bay HS"
2018,26,Ramon Inda-Felix,M,5-11,,,Fr.,"San Jose, CA / Lincoln HS"
2018,27,Nick Cirrito,F,6-0,,,Fr.,"Diamond Bar, Calif. / Mater Dei HS"
2018,28,Oliver Nelson,D,6-4,,,R-Fr.,"Escondido, CA / Escondido HS"
2018,29,Lucas Tager,M,6-0,,,Fr.,"Takoma Park, Md. / Lycée Français de San Francisco"
2018,30,Pedro Enciso,GK,6-3,,,So.,"Vista, Calif. / Rancho Buena Vista HS"
2019,0,Lucas Rojas,GK,6-1,165,Economics,Fr.,"Sammamish, Wash. / The Overlake School"
2019,00,Nick Shor,GK,5-11,145,Data Science,Fr.,"Kaimuki, Hawai‘i / Punahou School"
2019,1,Pedro Enciso,GK,6-3,175,Cognitive Science,R-Jr.,"Vista, Calif. / Rancho Buena Vista HS"
2019,3,Stjepan Kilic,D,6-2,170,Cognitive Science,R-Sr.,"Coppell, TX / Coppell HS"
2019,4,Kelvin Uribe,D,5-11,170,International Business,Sr.,"Lake Forest, CA / El Toro HS"
2019,5,Jonathan Stoop,M/D,6-2,180,International Business,Sr.,"Ladera Ranch, CA / Santa Margarita Catholic HS"
2019,6,Jordan Karam,M/D,5-11,180,International Business,Jr.,"San Diego, CA / Torrey Pines HS"
2019,7,Andy Sartor,M/F,5-10,155,"Ecology, Behavior & Evolution",R-Sr.,"Los Altos, CA / Los Altos HS"
2019,8,Jón Veigar Kristjánsson,M,5-8,161,International Business,R-Jr.,"Kópavogur, Iceland / Commercial College of Iceland"
2019,9,Nick Cirrito,F,6-0,185,Climate Science & Policy,So.,"Diamond Bar, Calif. / Mater Dei HS"
2019,10,Brett Jones,F,5-10,165,International Business,Jr.,"Mission Viejo, Calif. / Laguna Hills HS"
2019,11,Jonathan Sabouri,F,5-9,158,International Business,Jr.,"Carlsbad, Calif. / San Dieguito HS Academy"
2019,13,Cory Daley,M,5-9,150,Aerospace Engineering,Fr.,"Encinitas, Calif. / La Costa Canyon HS"
2019,14,Aidan Cuevas,F,6-0,170,Real Estate and Development,R-Fr.,"Los Angeles, Calif. / Loyola HS"
2019,15,Darragh Buckley,D/M,6-0,170,Bioengineering (Biotechnology),R-So.,"Daly City, CA / St. Ignatius College Prep"
2019,16,Noah Sonenstein,D,6-4,200,International Business,So.,"El Dorado Hills, Calif. / Oak Ridge HS"
2019,17,Matt Davis,M,5-10,160,Communication,R-Jr.,"Rancho Santa Margarita, CA / Tesoro HS"
2019,18,Lucas Tager,M,6-0,145,Cognitive Behavioral Neuroscience,R-Fr.,"Takoma Park, Md. / Lycée Français de San Francisco"
2019,19,Shaheen Daneshvar,M,6-2,175,Data Science,R-Fr.,"San Jose, Calif. / Leigh HS"
2019,20,Alessandro Allen,M,5-8,150,General Biology,Fr.,"Silver Spring, Md. / Montgomery Blair HS"
2019,21,Devin Cornejo,M,5-10,155,Marine Biology,Jr.,"Placentia, CA / Valencia HS"
2019,22,Jota Yamaguchi,M,5-7,150,Cognitive Science,R-Fr.,"San Jose, Calif. / Archbishop Mitty HS"
2019,23,Max Gonda,M,5-10,160,Economics,R-So.,"Laguna Niguel, CA / Aliso Niguel HS"
2019,24,Martin Flores Leon,D,6-0,185,Computer Science and Engineeri,R-Fr.,Rohnert Park / Rancho Cotate HS
2019,25,Zach Wong,D,5-10,160,International Business,R-Fr.,"Granite Bay, Calif. / Granite Bay HS"
2019,26,Collin Wagstaff,M,6-0,150,Real Estate and Development,So.,"Encinitas, Calif. / La Costa Canyon HS"
2019,28,Oliver Nelson,D,6-4,190,International Business,R-So.,"Escondido, CA / Escondido HS"
2019,29,Cooper Lachenbruch,M,5-10,150,Marine Biology,Fr.,"San Diego, Calif. / Del Norte HS"
2020,00,Nick Shor,GK,5-11,145,Data Science,So.,"Kaimuki, Hawai‘i / Punahou School"
2020,1,Lucas Rojas,GK,6-1,165,Economics,So.,"Sammamish, Wash. / The Overlake School"
2020,2,Jonah Bryan,D,6-3,195,Psychology,Jr.,"Chattanooga, Tenn. / McCallie School"
2020,3,Noah Sonenstein,D,6-4,200,International Business,Jr.,"El Dorado Hills, Calif. / Oak Ridge HS"
2020,4,Adam Walker,D,5-10,155,Mechanical Engineering,Fr.,"Long Beach, Calif. / Los Alamitos HS"
2020,5,Cooper Lachenbruch,M,5-10,150,Marine Biology,So.,"San Diego, Calif. / Del Norte HS"
2020,7,Jordon  Vice,M/F,6-1,175,Management Science,So.,"Nevada City, Calif. / Jesuit HS"
2020,9,Nick Cirrito,F,6-0,185,Climate Science & Policy,Jr.,"Diamond Bar, Calif. / Mater Dei HS"
2020,10,Alessandro Allen,M,5-8,150,General Biology,So.,"Silver Spring, Md. / Montgomery Blair HS"
2020,11,Omar Sabbagh,M/F,6-2,162,Chemical Engineering,Fr.,"Calgary, Alberta / University HS (Irvine)"
2020,13,Cory Daley,M,5-9,150,Aerospace Engineering,So.,"Encinitas, Calif. / La Costa Canyon HS"
2020,14,Mason Haubrich,M,6-0,165,International Business,Jr.,"Gig Harbor, Wash. / Peninsula HS"
2020,15,Andrew Wilson,M,6-1,165,Business Psychology,Fr.,"Newbury Park, Calif. / Newbury Park HS"
2020,17,Ian  Baick,D/M,5-10,155,Neurobiology,Fr.,"Irvine, Calif. / Northwood HS"
2020,18,Lucas Tager,M,6-0,145,Cognitive Behavioral Neuroscience,R-So.,"Takoma Park, Md. / Lycée Français de San Francisco"
2020,19,Shaheen Daneshvar,M,6-2,175,Data Science,R-So.,"San Jose, Calif. / Leigh HS"
2020,20,Asa Gibson,D/M,5-7,155,Data Science,Fr.,"San Clemente, Calif. / San Clemente HS"
2020,21,Jake Serpa,D,5-11,165,International Business,Jr.,"Santa Clara, Calif. / Archbishop Mitty HS"
2020,22,Jota Yamaguchi,M,5-7,150,Cognitive Science,R-So.,"San Jose, Calif. / Archbishop Mitty HS"
2020,23,Jack Hagan,M,6-0,158,Real Estate and Development,Fr.,"San Diego, Calif. / Torrey Pines HS"
2020,25,Zach Wong,D,5-10,160,International Business,R-So.,"Granite Bay, Calif. / Granite Bay HS"
2020,26,Collin Wagstaff,M,6-0,150,Real Estate and Development,Jr.,"Encinitas, Calif. / La Costa Canyon HS"
2021,0,Jorge Mendoza,GK,6-0,165,History,Fr.,"Sacramento, Calif. / Valley HS"
2021,00,Nick Shor,GK,5-11,150,Data Science,Jr.,"Kaimuki, Hawai‘i / Punahou School"
2021,2,Jonah Bryan,D,6-3,195,Psychology,Sr.,"Chattanooga, Tenn. / McCallie School"
2021,3,Noah Sonenstein,D,6-4,200,International Business,Sr.,"El Dorado Hills, Calif. / Oak Ridge HS"
2021,4,Adam Walker,D,5-10,155,Mechanical Engineering,So.,"Long Beach, Calif. / Los Alamitos HS"
2021,5,Jake Serpa,D,5-11,165,International Business,Sr.,"Santa Clara, Calif. / Archbishop Mitty HS"
2021,7,Jordon  Vice,M/F,6-1,175,Management Science,Jr.,"Nevada City, Calif. / Jesuit HS"
2021,8,Cooper Lachenbruch,M,5-10,150,Marine Biology,Jr.,"San Diego, Calif. / Del Norte HS"
2021,9,Nick Cirrito,F,6-0,185,Climate Science & Policy,Sr.,"Diamond Bar, Calif. / Mater Dei HS"
2021,10,Alessandro Allen,M,5-8,165,General Biology,Jr.,"Silver Spring, Md. / Montgomery Blair HS"
2021,11,Omar Sabbagh,M/F,6-2,162,Chemical Engineering,So.,"Calgary, Alberta / University HS (Irvine)"
2021,13,Cory Daley,M,5-9,155,Aerospace Engineering,Jr.,"Encinitas, Calif. / La Costa Canyon HS"
2021,14,Mason Haubrich,M,6-0,165,International Business,Sr.,"Gig Harbor, Wash. / Peninsula HS"
2021,15,Andrew Wilson,M,6-1,165,Business Psychology,So.,"Newbury Park, Calif. / Newbury Park HS"
2021,16,John Foltyn,F,5-8,135,International Business,So.,"San Diego, Calif. / Baker Web Academy"
2021,17,Ian  Baick,D/M,5-10,155,Neurobiology,So.,"Irvine, Calif. / Northwood HS"
2021,18,Lucas Tager,M,6-0,145,Cognitive Behavioral Neuroscience,R-Jr.,"Takoma Park, Md. / Lycée Français de San Francisco"
2021,19,Shaheen Daneshvar,M,6-2,175,Data Science,R-Jr.,"San Jose, Calif. / Leigh HS"
2021,20,Asa Gibson,D/M,5-7,155,Data Science,So.,"San Clemente, Calif. / San Clemente HS"
2021,21,Euan Clark,M,6-4,180,Psychology,So.,"Granite Bay, Calif. / Granite Bay HS"
2021,22,Jota Yamaguchi,M,5-9,155,Cognitive Science,R-Jr.,"San Jose, Calif. / Archbishop Mitty HS"
2021,23,Jack Hagan,M,6-0,158,Real Estate and Development,So.,"San Diego, Calif. / Torrey Pines HS"
2021,24,Carter Jacobus,M,5-7,140,Cognitive Science,Fr.,"Torrance, Calif. / Bishop Montgomery HS"
2021,25,Zach Wong,D,5-10,160,International Business,R-Jr.,"Granite Bay, Calif. / Granite Bay HS"
2021,26,Collin Wagstaff,M,6-0,150,Real Estate and Development,Sr.,"Encinitas, Calif. / La Costa Canyon HS"
2021,27,Max Carvalho,F,5-10,180,Political Science ,Fr.,"Aliso Viejo, Calif. / JSerra Catholic HS"
2021,28,Connor Place,M,5-10,150,Business Psychology,Fr.,"Fullerton, Calif. / Mater Dei HS"
2021,29,Vismay Manoj,F,5-11,165,Economics,Fr.,"Encinitas, Calif. / La Costa Canyon HS"
2021,30,Dominic Peters,GK,6-3,205,International Affairs,R-Sr.,"Santa Clara, Calif. / Bellarmine College Prep"
2022,0,Nick Shor,GK,5-11,150,Data Science,Sr.,"Kaimuki, Hawai‘i / Punahou School"
2022,00,Dylan Huy,GK,6-1,165,International Business,Fr.,"San Marcos, Calif. / San Marcos HS"
2022,2,Matthew Lin,,5-11,170,Business Economics,Fr.,"Irvine, Calif. / Arnold O. Beckman High School"
2022,3,Noah Sonenstein,D,6-4,200,International Business,Gr.,"El Dorado Hills, Calif. / Oak Ridge HS"
2022,4,Adam Walker,D,5-10,155,Mechanical Engineering,Jr.,"Long Beach, Calif. / Los Alamitos HS"
2022,5,Jake Serpa,D,5-11,165,International Business,Gr.,"Santa Clara, Calif. / Archbishop Mitty HS"
2022,7,Mason Haubrich,M,6-0,165,International Business,Gr.,"Gig Harbor, Wash. / Peninsula HS"
2022,8,Cooper Lachenbruch,M,5-10,150,Marine Biology,Sr.,"San Diego, Calif. / Del Norte HS"
2022,9,Nick Cirrito,F,6-0,185,Climate Science & Policy,Gr.,"Diamond Bar, Calif. / Mater Dei HS"
2022,10,Alessandro Allen,M,5-8,165,General Biology,Sr.,"Silver Spring, Md. / Montgomery Blair HS"
2022,11,Omar Sabbagh,M/F,6-2,162,Chemical Engineering,Jr.,"Calgary, Alberta / University HS (Irvine)"
2022,13,Alan Kim,M,5-10,155,Public Health,Jr.,"Cedar Rapids, Iowa / John F. Kennedy High School"
2022,14,Sean McDonnell,D,6-2,175,Cognitive Behavioral Neuroscience,Jr.,"Culver City, Calif. / Culver City HS"
2022,15,Andrew Wilson,M,6-1,165,Business Psychology,Jr.,"Newbury Park, Calif. / Newbury Park HS"
2022,16,John Foltyn,F,5-8,135,International Business,Jr.,"San Diego, Calif. / Baker Web Academy"
2022,17,Max Carvalho,F,5-10,180,Political Science ,So.,"Aliso Viejo, Calif. / JSerra Catholic HS"
2022,18,Jota Yamaguchi,M,5-9,155,Cognitive Science,R-Sr.,"San Jose, Calif. / Archbishop Mitty HS"
2022,19,Jonah Kawamura,M,5-10,160,International Business,R-Fr.,"Honolulu, Hawaii / Iolani School"
2022,20,Asa Gibson,D/M,5-7,155,Data Science,Jr.,"San Clemente, Calif. / San Clemente HS"
2022,21,Euan Clark,M,6-4,180,Psychology,Jr.,"Granite Bay, Calif. / Granite Bay HS"
2022,22,Connor Place,M,5-10,150,Business Psychology,So.,"Fullerton, Calif. / Mater Dei HS"
2022,23,Jack Hagan,M,6-0,158,Real Estate and Development,Jr.,"San Diego, Calif. / Torrey Pines HS"
2022,24,Carter Jacobus,M,5-7,140,Cognitive Science,So.,"Torrance, Calif. / Bishop Montgomery HS"
2022,25,Andrew Valverde,M,5-8,154,Political Science,So.,"Torrance, Calif. / North HS"
2022,28,Evan Wellerstein,D,6-4,200,Real Estate and Development,Fr.,"Wailuku, Hawai‘i / Liberty High School"
2022,30,Dominic Peters,GK,6-3,205,International Affairs,Gr.,"Santa Clara, Calif. / Bellarmine College Prep"
2022,31,Brian Arens,F,5-11,185,Business Economics,Fr.,"Seal Beach, Calif. / Los Alamitos High"
2023,0,Dylan Huy,GK,6-1,165,International Business,So.,"San Marcos, Calif. / San Marcos HS"
2023,00,Nicolas Thiele,GK,6-0,160,Cognitive Science,Fr.,"Sunnyvale, Calif. / Bellarmine College Prep"
2023,1,Nick Shor,GK,5-11,150,Data Science,Sr.,"Kaimuki, Hawai‘i / Punahou School"
2023,2,Evan Wellerstein,D,6-4,220,Real Estate and Development,R-Fr.,"Wailuku, Hawai‘i / Liberty High School"
2023,3,Iñaki Iribarren,M,6-3,180,Business Analytics,Sr.,"Pamplona, Spain / "
2023,4,Adam Walker,D,5-10,155,Mechanical Engineering,Sr.,"Long Beach, Calif. / Los Alamitos HS"
2023,5,Matthew Lin,D,5-11,170,Business Economics,So.,"Irvine, Calif. / Arnold O. Beckman High School"
2023,7,Andrew Valverde,M,5-8,154,Political Science,Sr.,"Torrance, Calif. / North HS"
2023,8,Jack Hagan,M,6-0,158,Real Estate and Development,Jr.,"San Diego, Calif. / Torrey Pines HS"
2023,9,Brian Arens,F,5-11,185,Business Economics,So.,"Seal Beach, Calif. / Los Alamitos High"
2023,10,Alessandro Allen,M,5-8,165,General Biology,Sr.,"Silver Spring, Md. / Montgomery Blair HS"
2023,11,Omar Sabbagh,M/F,6-2,162,Chemical Engineering,Sr.,"Calgary, Alberta / University HS (Irvine)"
2023,12,Quinn Sellers,M,6-1,167,Economics,Fr.,"Honolulu, Hawai‘i / Punahou School"
2023,13,Nolan Sanchez,M,6-1,170,International Business,Fr.,Washington D.C. / IMG Academy
2023,14,Sean McDonnell,D,6-2,175,Cognitive Behavioral Neuroscience,Sr.,"Culver City, Calif. / Culver City HS"
2023,16,John Foltyn,F,5-8,135,International Business,Jr.,"San Diego, Calif. / Baker Web Academy"
2023,17,Alan Kim,M,5-10,155,Public Health,Sr.,"Cedar Rapids, Iowa / John F. Kennedy High School"
2023,18,Peter Santos,M,6-1,175,International Business,Jr.,"Oxnard, Calif. / Hueneme HS"
2023,19,Jonah Kawamura,M,5-10,160,International Business,So.,"Honolulu, Hawaii / Iolani School"
2023,20,Asa Gibson,D/M,5-7,155,Data Science,Sr.,"San Clemente, Calif. / San Clemente HS"
2023,21,Nate Morgan,M,5-10,160,International Business,Fr.,"Oakland, Calif. / Skyline HS"
2023,22,Connor Place,M,5-10,150,Business Psychology,Jr.,"Fullerton, Calif. / Mater Dei HS"
2023,23,Max Carvalho,F,5-10,180,Political Science ,Jr.,"Aliso Viejo, Calif. / JSerra Catholic HS"
2023,24,Carter Jacobus,M,5-7,140,Cognitive Science,Jr.,"Torrance, Calif. / Bishop Montgomery HS"
2023,25,Keenai Braun,D,6-1,166,Undeclared,Fr.,"Foothill Ranch, Calif. / J. Serra Catholic HS"
2023,26,Elliott Hill,M,5-9,140,Cognitive Science,Fr.,"Poway, Calif. / Poway HS"
2023,30,Mitchell Wilson,GK,6-4,195,Climate Science and Policy,Sr.,"Huntington Beach, Calif. / "
2023,31,Andrew McGee,M,5-8,140,International Business,Jr.,"Fullerton, Calif. / "
2023,32,James Redington,M,5-10,162,Economics,So.,"Manhattan Beach, Calif. / "
