Year,JerseyNum,Name,Position,Height,Weight,Major,Class,HomeTownHighSchool
2012,11,Rachel Leslie,M,5-6,,,Jr.,"Santee, CA / West Hills HS"
2012,12,Maile Nilsson,M,5-6,,,Fr.,"San Diego, CA / The Preuss School UCSD"
2012,13,Gabi Hernandez,F,5-10,,,Sr.,"Altadena, CA / Ramona Convent Secondary School"
2012,14,Kylie Hill,M,5-5,,,So.,"Livermore, CA / Granada HS"
2012,15,Ellen Wilson,D,5-9,,,Sr.,"Santa Ana, CA / Mater Dei HS"
2012,16,Alex Leary,F,5-8,,,Jr.,"Folsom, CA / Folsom HS"
2012,17,Jessica Wi,M,5-1,,,Sr.,"Oakland, CA / Skyline HS"
2012,18,Melisa Tallis,M,5-2,,,Fr.,"Los Angeles, CA / Palisades Charter HS"
2012,19,Hayley Johnson,D,5-7,,,Sr.,"Santa Rosa, CA / Maria Carrillo HS"
2012,20,Alexa Enlow,M,5-6,,,Sr.,"Huntington Beach, CA / Edison HS"
2012,21,Danielle Dixon,M,5-8,,,Sr.,"Livermore, CA / Livermore HS"
2012,22,Ellie Nevarez,M,5-3,,,Sr.,"Poway, CA / Poway HS"
2012,24,Michelle Yasutake,D,5-5,,,R-Fr.,"Pleasant Hill, CA / College Park HS"
2012,,Gabby Ley,D,5-10,,,Fr.,"Cupertino, CA / Monta Vista HS"
2012,,Danielle Nguyen,D,5-2,,,Fr.,"Irvine, CA / Woodridge HS"
2013,0,Robyn Bursch,GK,5-7,,,Rs.,"Pacific Grove, CA / Pacific Grove HS"
2013,00,Sarah Vargas,GK,5-10,,,Fr.,"Healdsburg, CA / Healdsburg HS"
2013,01,Itzel Gonzalez,GK,5-6,,,So.,"Tijuana, Mexico / Artesia HS"
2013,1,Kelcie Brodsky,GK,5-8,,,So.,"Agoura Hills, CA / Agoura HS"
2013,2,Alexis Leon,D,5-8,,,Fr.,"San Clemente, CA / St. Margaret's Episcopal School"
2013,3,Colette Zepponi,M,5-3,,,Fr.,"Sebastopol, CA / Analy HS"
2013,4,Jamie Benedetto,F,5-9,,,Fr.,"Santa Barbara, CA / Dos Pueblos HS"
2013,5,Cassie Callahan,M,5-6,,,Jr.,"Coronado, CA / Coronado HS"
2013,6,Kristen Sampietro,D,5-4,,,Fr.,"Santa Rosa, CA / Maria Carrillo HS"
2013,7,Laura Zellinger,D,5-6,,,Jr.,"Mission Viejo, CA / Capistrano Valley HS"
2013,8,Kylee Southwell,D/M,5-5,,,Fr.,"Livermore, CA / Livermore HS"
2013,9,Casey Parisi,F,5-5,,,Jr.,"Santa Rosa, CA / Montgomery HS"
2013,10,Izzy Pozurama,F,5-7,,,Jr.,"Lake Forest, CA / El Toro HS"
2013,11,Rachel Leslie,M,5-7,,,Sr.,"Santee, CA / West Hills HS"
2013,12,Maile Nilsson,M,5-6,,,So.,"San Diego, CA / The Preuss School UCSD"
2013,13,Jessica Dang,M,5-5,,,Fr.,"Irvine, CA / Northwood HS"
2013,14,Kylie Hill,M,5-5,,,Jr.,"Livermore, CA / Granada HS"
2013,15,Linnea Wikander,M,5-10,,,Fr.,"Walnut Creek, CA / Las Lomas HS"
2013,17,Lyndsay Gehring,D/M,5-4,,,So.,"Petaluma, CA / Petaluma HS"
2013,18,Kiera Bocchino,M,5-7,,,R-Fr.,"Laguna Hills, CA / Laguna Hills HS"
2013,19,Marissa Scheid,F,5-8,,,Fr.,"Livermore, CA / Livermore HS"
2013,20,Maxia Espino,M,5-1,,,Fr.,"Chula Vista, CA / Hilltop HS"
2013,22,Kiley Leshin,M,5-6,,,Jr.,"Anaheim Hills, CA / Canyon HS"
2013,23,Devon Roncoroni,F,5-6,,,Fr.,"San Diego, CA / Bonita Vista HS"
2013,24,Michelle Yasutake,D,5-5,,,So.,"Pleasant Hill, CA / College Park HS"
2013,25,Nicole Heller,M,5-7,,,Fr.,"Pleasanton, CA / Foothill HS"
2013,,Shayda Haddad,D,5-4,,,Fr.,"San Ramon, CA / California HS"
2013,,Ashley Zhao,M,5-1,,,Fr.,"Mountain View, CA / Los Altos HS"
2014,00,Brigid Overton,GK,5-8,,,Fr.,"Irvine, CA / Northwood HS"
2014,01,Itzel Gonzalez,GK,5-6,,,Jr.,"Tijuana, Mexico / Artesia HS"
2014,1,Kelcie Brodsky,GK,5-8,,,Jr.,"Agoura Hills, CA / Agoura HS"
2014,2,Aimee Ellis,D/M,5-10,,,Fr.,"Ventura, CA / Foothill Technology HS"
2014,3,Makenzie Brito,M,5-9,,,Fr.,"Granite Bay, CA / Granite Bay HS"
2014,4,Jamie Benedetto,F,5-9,,,So.,"Santa Barbara, CA / Dos Pueblos HS"
2014,5,Cassie Callahan,M,5-6,,,Sr.,"Coronado, CA / Coronado HS"
2014,6,Kristen Sampietro,D,5-4,,,So.,"Santa Rosa, CA / Maria Carrillo HS"
2014,7,Jordyn McNutt,M,5-5,,,Fr.,"San Diego, CA / University City HS"
2014,8,Kylee Southwell,D/M,5-5,,,So.,"Livermore, CA / Livermore HS"
2014,9,Katie O'Laughlin,F,5-8,,,Fr.,"Carlsbad, CA / Pacific Ridge School"
2014,10,Izzy Pozurama,F,5-7,,,Sr.,"Lake Forest, CA / El Toro HS"
2014,11,Meghan Berry,M,5-7,,,R-So.,"Austin, TX / Mt. Carmel HS"
2014,12,Maile Nilsson,M,5-6,,,Jr.,"San Diego, CA / The Preuss School UCSD"
2014,13,Jessica Dang,M,5-5,,,So.,"Irvine, CA / Northwood HS"
2014,14,Kylie Hill,M,5-5,,,Sr.,"Livermore, CA / Granada HS"
2014,15,Linnea Wikander,M,5-10,,,So.,"Walnut Creek, CA / Las Lomas HS"
2014,16,Sophia Hyver,D/M,5-8,,,Fr.,"Santa Cruz, CA / Los Altos HS"
2014,17,Lyndsay Gehring,D/M,5-5,,,Jr.,"Petaluma, CA / Petaluma HS"
2014,18,Kiera Bocchino,F,5-7,,,R-So.,"Laguna Hills, CA / Laguna Hills HS"
2014,19,Marissa Scheid,F,5-9,,,So.,"Livermore, CA / Livermore HS"
2014,20,Maxia Espino,M,5-1,,,So.,"Chula Vista, CA / Hilltop HS"
2014,21,Anna Nilsson,M,5-8,,,Fr.,"San Diego, CA / The Preuss School UCSD"
2014,22,Kiley Leshin,M,5-6,,,Sr.,"Anaheim Hills, CA / Canyon HS"
2014,23,Devon Roncoroni,F,5-6,,,So.,"San Diego, CA / Bonita Vista HS"
2014,24,Michelle Yasutake,D,5-5,,,Jr.,"Pleasant Hill, CA / College Park HS"
2014,25,Taylor Ramos,M,5-1,,,Fr.,"San Diego, CA / Coronado HS"
2015,00,Brigid Overton,GK,5-8,,,R-Fr.,"Irvine, CA / Northwood HS"
2015,01,Itzel Gonzalez,GK,5-6,,,Sr.,"Tijuana, Mexico / Artesia HS"
2015,1,Kelcie Brodsky,GK,5-8,,,Sr.,"Agoura Hills, CA / Agoura HS"
2015,2,Louisa Alstot,D,5-3,,,Fr.,"Portland, OR / Grant HS"
2015,3,Makenzie Brito,M/D,5-9,,,So.,"Granite Bay, CA / Granite Bay HS"
2015,4,Jamie Benedetto,M/F,5-9,,,Jr.,"Santa Barbara, CA / Dos Pueblos HS"
2015,5,Aimee Ellis,D,5-10,,,So.,"Ventura, CA / Foothill Technology HS"
2015,6,Kristen Sampietro,D,5-4,,,Jr.,"Santa Rosa, CA / Maria Carrillo HS"
2015,7,Jordyn McNutt,M,5-5,,,So.,"San Diego, CA / University City HS"
2015,8,Mary Reilly,F,5-5,,,Fr.,"Chula Vista, CA / Hilltop HS"
2015,9,Katie O'Laughlin,F,5-8,,,So.,"Carlsbad, CA / Pacific Ridge School"
2015,10,Elisa Martinez,M,5-3,,,So.,"El Cajon, CA / Francis Parker School"
2015,11,Meghan Berry,D,5-7,,,R-Jr.,"Austin, TX / Mt. Carmel HS"
2015,12,Maile Nilsson,M,5-6,,,Sr.,"San Diego, CA / The Preuss School UCSD"
2015,13,Megumi Barber,F,5-2,,,Fr.,"San Diego, CA / Mt. Carmel HS"
2015,14,Maxia Espino,M/D,5-1,,,R-So.,"Chula Vista, CA / Hilltop HS"
2015,15,Kelsey Kimball,D,5-10,,,Fr.,"Thousand Oaks, CA / Westlake HS"
2015,16,Sophia Hyver,M,5-8,,,So.,"Santa Cruz, CA / Los Altos HS"
2015,17,Lyndsay Gehring,D/M,5-5,,,Sr.,"Petaluma, CA / Petaluma HS"
2015,18,Kiera Bocchino,M/F,5-7,,,R-Jr.,"Laguna Hills, CA / Laguna Hills HS"
2015,19,Summer Bales,M,5-4,,,Fr.,"Temecula, CA / Great Oak HS"
